,name,city,latitude,longitude,zipcode,ethnicity,price,rating
527,Estrella Rooftop,Atlanta,33.7703514502516,-84.3623656046363,30306,mexican,$$,3.5
528,Tacos & Tequilas Mexican Grill,Atlanta,33.7736517978508,-84.3669048859579,30308,mexican,$$,3.5
529,Bartaco Chastain Park,Atlanta,33.8583718717711,-84.3814183244675,30342,mexican,$$,4.0
530,Bone Garden Cantina,Atlanta,33.7939834594727,-84.4259338378906,30318,mexican,$$,4.0
531,Taqueria Tsunami,Atlanta,33.7463115,-84.3578986,30316,mexican,N/A,4.0
532,bartaco,Atlanta,33.762498,-84.358631,30307,mexican,$$,4.0
533,Alma Cocina - Downtown,Atlanta,33.759156314923,-84.3874444429916,30303,mexican,$$,4.0
534,Taqueria La Carreta,Atlanta,33.8424612046155,-84.3268703240597,30329,mexican,$$,4.0
535,Hankook Taqueria,Atlanta,33.811352,-84.431628,30318,mexican,$$,4.0
536,Carniceria Ramirez,Atlanta,33.820556640625,-84.4500045776367,30318,mexican,$,4.0
537,The Local Coco,Atlanta,33.754043,-84.379859,30303,mexican,N/A,5.0
538,Alluvia,Atlanta,33.7792437535146,-84.3882172554731,30308,mexican,$$$,4.0
539,Bell Street Burritos,Atlanta,33.804603,-84.393756,30309,mexican,$,3.5
540,La Hacienda,Atlanta,33.7792475343969,-84.3695475412117,30308,mexican,$$,3.5
541,Chi Chi Vegan Taco Shop,Atlanta,33.753385,-84.3493986,30316,mexican,N/A,3.5
542,La Parrilla Mexican Restaurant,Atlanta,33.8147766440452,-84.3108190682695,30329,mexican,$$,3.5
543,Supremo,Atlanta,33.74642653988471,-84.36424370028546,30316,mexican,N/A,4.0
544,Mi Barrio,Atlanta,33.7464714,-84.368782,30312,mexican,$,4.0
545,Curry Up Now,Atlanta,33.79345,-84.28371,30033,mexican,$$,4.5
546,No Mas! Cantina,Atlanta,33.74969,-84.40089,30313,mexican,$$,3.5
547,Guac y Margys,Atlanta,33.7555524120715,-84.3653237729713,30312,mexican,$$,4.0
548,La Parrilla Mexican Restaurant,Atlanta,33.8033646560687,-84.4124989461021,30318,mexican,$$,3.5
549,Tin Lizzy's Cantina,Atlanta,33.8541015885888,-84.381980533072,30305,mexican,$$,4.0
550,Las Tortas Locas,Atlanta,33.859923679213,-84.3089949540922,30345,mexican,$,4.5
551,Sokome,Atlanta,33.7558768616391,-84.3912618979812,30303,mexican,$,4.5
552,Raging Burrito & Taco,Atlanta,33.77442,-84.29547,30030,mexican,$$,4.0
553,Red Pepper Taqueria,Atlanta,33.84267,-84.37027,30305,mexican,$$,3.5
554,Taqueria El Vecino,Atlanta,33.8239171,-84.2939897,30033,mexican,$$,3.5
555,Tin Lizzy's Cantina,Atlanta,33.7843124,-84.3849641,30309,mexican,$$,4.0
556,El Progreso,Atlanta,33.714359,-84.3683158,30315,mexican,$,4.5
557,El Rey del Taco,Atlanta,33.8970456631336,-84.2819186300039,30340,mexican,$,4.0
558,La Guelaguetza,Atlanta,33.86366,-84.30758,30345,mexican,N/A,4.0
559,El Bandido Mex Mex Grill,Atlanta,33.7633330863735,-84.3515967635537,30307,mexican,$$,4.0
560,La Fonda,Atlanta,33.83168,-84.38494,30305,mexican,N/A,3.0
561,Tex's Tacos,Atlanta,33.817488992659,-84.3960438826172,30305,mexican,$,4.5
562,Tacos and Tequilas Mexican Grill,Atlanta,33.8714052,-84.3800708,30342,mexican,$$,4.0
563,Muchacho,Atlanta,33.7467049,-84.3569,30316,mexican,$$,4.0
564,chicomecóATL,Atlanta,33.7971137109311,-84.3804888054729,30309,mexican,N/A,5.0
565,Las Margaritas Latin Resturant Tequila & Rum Sports Bar,Atlanta,33.80963,-84.36256,30324,mexican,$$,3.5
566,Bell Street Burritos,Atlanta,33.7570381164551,-84.3646850585938,30307,mexican,$,3.5
567,Verde,Atlanta,33.8610296920131,-84.3309636470825,30319,mexican,$$,3.5
568,Tacos La Villa,Atlanta,33.8929143,-84.4779433,30080,mexican,$,4.5
569,Holy Taco,Atlanta,33.7403602600098,-84.344596862793,30316,mexican,$$,3.5
570,K BBQ Taco,Atlanta,33.7758067,-84.2963559,30030,mexican,$,4.5
571,El Potro Mexican Restaurant,Atlanta,33.845287322998,-84.326789855957,30329,mexican,$,4.0
572,Twisted Taco Emory,Atlanta,33.7923607672341,-84.3234056967012,30322,mexican,N/A,4.0
573,Tin Roof Cantina,Atlanta,33.82757,-84.32752,30329,mexican,$$,3.0
574,Pancho's Mexican Restaurant & Cantina,Atlanta,33.8262,-84.34794,30324,mexican,$$,3.0
575,Zocalo Mexican Kitchen and Cantina,Atlanta,33.7816391,-84.3812485,30309,mexican,$$,3.5
576,La Fonda Latina,Atlanta,33.764691,-84.333804,30307,mexican,$$,4.0
577,Jalisco Mexican Restaurant,Atlanta,33.8188569890095,-84.3873850171967,30305,mexican,$,3.5
578,Tin Lizzy's Cantina,Atlanta,33.759783,-84.386689,30303,mexican,$$,3.5
579,La Fonda Latina,Atlanta,33.78284,-84.411396,30318,mexican,$$,3.5
580,El Azteca Mexican Restaurant,Atlanta,33.803357,-84.393375,30309,mexican,$$,3.5
581,Taqueria Taquito Express,Atlanta,33.8865852355957,-84.3156127929688,30341,mexican,$,4.0
582,Red Pepper Taqueria,Atlanta,33.8167199,-84.33433,30329,mexican,$$,3.5
583,Tin Lizzy's Cantina,Atlanta,33.7465571807809,-84.3739493976983,30312,mexican,$$,3.5
584,Escorpión,Atlanta,33.7765774,-84.3847848,30308,mexican,$$,3.5
585,Minero,Atlanta,33.772758,-84.365978,30308,mexican,$$,3.5
586,Pure Taqueria,Atlanta,33.8906772478742,-84.3211761116982,30319,mexican,$$,3.5
587,Dos Bocas,Atlanta,33.76201,-84.39575,30313,mexican,$$,3.5
588,Patria Cocina,Atlanta,33.725516,-84.377048,30315,mexican,$$,3.5
589,On The Border Mexican Grill & Cantina,Atlanta,33.85005,-84.372063,30326,mexican,$$,3.0
590,El Burro Pollo,Atlanta,33.775263,-84.387625,30308,mexican,N/A,5.0
591,Elmyr,Atlanta,33.763386,-84.351173,30307,mexican,$,3.5
592,The Taqueria on Broad,Atlanta,33.75571,-84.38967,30303,mexican,$,4.0
593,Mezcalito's Cocina & Tequila Bar,Atlanta,33.7463417053223,-84.3745956420898,30312,mexican,$$,3.5
594,Chico and Chang,Atlanta,33.74066,-84.35842,30316,mexican,$$,3.5
595,Willy's Mexicana Grill,Atlanta,33.78386,-84.37875,30309,mexican,$,3.5
596,Elmyriachi,Atlanta,33.7525251,-84.3237806,30317,mexican,$$,3.5
597,Bazati,Atlanta,33.7703514430957,-84.3623656177145,30306,mexican,N/A,3.5
598,Taqueria Rojas,Atlanta,33.7409608352388,-84.346467677171,30316,mexican,N/A,5.0
599,Tin Lizzy's Cantina,Atlanta,33.76014,-84.38643,30308,mexican,N/A,3.5
600,Dos Amigos,Atlanta,33.782404,-84.407802,30318,mexican,$$,3.0
601,Willy's Mexicana Grill,Atlanta,33.760637,-84.387351,30303,mexican,$,3.5
602,Red Pepper Taqueria,Atlanta,33.8697765890681,-84.3357199651097,30319,mexican,$$,3.5
603,Taqueria Mami,Atlanta,33.811889,-84.475885,30318,mexican,N/A,4.0
604,Terri's Cafe,Atlanta,33.751356,-84.468602,30311,mexican,N/A,4.0
605,Pure Taqueria,Atlanta,33.7629926772403,-84.3582281676906,30307,mexican,$$,3.0
606,Taco Mac Metropolis,Atlanta,33.77960377643143,-84.38373145637586,30309,mexican,$$,2.5
607,Pappasito's Cantina,Atlanta,33.90211,-84.47101,30067,mexican,$$,3.5
608,Taqueria Del Sol,Atlanta,33.883767,-84.31594,30341,mexican,$,3.0
609,Tacos La Nortena,Atlanta,33.8644359800983,-84.3078209380691,30345,mexican,N/A,4.5
610,Las Tortas Locas,Atlanta,33.91462,-84.37915,30328,mexican,$,4.0
611,Taco Mac - Cumberland,Atlanta,33.87865,-84.456613,30339,mexican,$$,2.5
612,Lean Draft House,Atlanta,33.7384300924179,-84.430488524402,30310,mexican,$$,4.0
613,La Generala,Atlanta,33.8647133065825,-84.3071588873863,30345,mexican,N/A,5.0
614,Taqueria Del Sol,Atlanta,33.77591848175,-84.3020741737703,30030,mexican,$,3.5
615,FINA at Wild Heaven,Atlanta,33.730067,-84.418859,30310,mexican,N/A,2.5
616,Willy's Mexicana Grill,Atlanta,33.8285236,-84.3292675,30329,mexican,$,3.5
617,Chicago Supermarket,Atlanta,33.8958429639425,-84.2824281180855,30340,mexican,$,4.5
618,El Ponce,Atlanta,33.773403,-84.356689,30306,mexican,$$,3.0
619,Carnicas Michoacan,Atlanta,33.8647610003124,-84.3081073343933,30345,mexican,N/A,5.0
620,Frita Kale-O,Atlanta,33.75291,-84.32525,30317,mexican,N/A,5.0
621,Moe's Southwest Grill,Atlanta,33.826638,-84.3324913,30329,mexican,$,3.5
622,Las Tortas Locas,Atlanta,33.88519,-84.28694,30341,mexican,$,4.0
623,Zama Mexican Cuisine & Margarita Bar,Atlanta,33.8437239265923,-84.4900205168071,30080,mexican,$$,4.0
624,Dakota Blue,Atlanta,33.7420855948281,-84.3733458164721,30312,mexican,$,4.0
625,Augustine's,Atlanta,33.746551,-84.376747,30312,mexican,$$,3.5
626,Mariscos el Malecon,Atlanta,33.8586548636759,-84.309174567461,30345,mexican,N/A,3.5
627,La Fonda Guadalupana restaurante,Atlanta,33.911474,-84.382776,30342,mexican,N/A,3.5
628,Chipotle Mexican Grill,Atlanta,33.8012423914571,-84.3925908,30309,mexican,$,3.0
629,Willy's Mexicana Grill,Atlanta,33.80732,-84.41322,30318,mexican,$,3.5
630,El Mercadito Y Taqueria,Atlanta,33.820556640625,-84.4500045776367,30318,mexican,N/A,4.5
631,Willy's Mexicana Grill,Atlanta,33.816778,-84.39074,30309,mexican,$,3.5
632,Mezcalito's Cantina,Atlanta,33.7594375006777,-84.3037201882148,30036,mexican,$$,3.5
633,Eduardo's Mexican Grill,Atlanta,33.8435324798171,-84.2563316228127,30084,mexican,$$,4.0
634,Taqueria Cuernavaca,Atlanta,33.89135,-84.38158,30342,mexican,$,4.0
635,Philly G Steak,Atlanta,33.754099,-84.379943,30303,mexican,N/A,5.0
636,El Taco Veloz,Atlanta,33.890899,-84.2855309,30340,mexican,$,4.0
637,Baja Fresh,Atlanta,33.761631,-84.395084,30313,mexican,$,3.0
638,Fiesta Cantina,Atlanta,33.75457,-84.37596,30312,mexican,$,3.5
639,La Costilla Grill,Atlanta,33.8585091,-84.3097076,30345,mexican,$$,3.5
640,Chronic Tacos,Atlanta,33.888515,-84.314217,30341,mexican,N/A,2.5
641,Taco Cantina,Atlanta,33.883553,-84.480628,30080,mexican,$,4.5
642,Willy's Mexicana Grill,Atlanta,33.7585549,-84.3481099,30307,mexican,$,4.0
643,Taqueria Los Rayos,Atlanta,33.860209863519,-84.3102169117782,30319,mexican,$,3.5
644,Twisted Taco,Atlanta,33.7779083,-84.3962402,30332,mexican,$,3.0
645,Moe's Southwest Grill,Atlanta,33.834642,-84.382081,30305,mexican,$,3.0
646,Las Quekas De La Abuela,Atlanta,33.8636741638184,-84.3075714111328,30345,mexican,N/A,4.0
647,Los Bravos Mexican Restaurant,Atlanta,33.894387,-84.329694,30319,mexican,$,3.0
648,Willy's Mexicana Grill,Atlanta,33.8749854,-84.3805886,30342,mexican,$,4.0
649,Baspdos y Taqueria Acapulco,Atlanta,33.7161,-84.35002,30316,mexican,N/A,4.0
650,Big Kahuna,Atlanta,33.762943,-84.385685,30303,mexican,$$,3.0
651,Taquerîa Michoacan,Atlanta,33.8435336,-84.3282826,30329,mexican,$,3.5
652,Taxco Restaurante Mexicano,Atlanta,33.87791,-84.38013,30342,mexican,$,3.5
653,Tortas Factory del DF,Atlanta,33.90823,-84.26686,30340,mexican,N/A,4.0
654,La Patrona,Atlanta,33.86663,-84.29014,30341,mexican,N/A,3.5
655,Taqueria Acapulco,Atlanta,33.8172676,-84.3518865,30324,mexican,N/A,3.5
656,Qdoba,Atlanta,33.778356,-84.384348,30309,mexican,N/A,5.0
657,Chipotle Mexican Grill,Atlanta,33.848149,-84.3741791,30305,mexican,$,3.0
658,Rojo Cocina Mexicana & Cantina,Atlanta,33.889822,-84.309767,30341,mexican,N/A,4.0
659,J's Snack Land Tacos,Atlanta,33.88372,-84.477966,30080,mexican,$,4.0
660,Willy's Mexicana Grill,Atlanta,33.8564466816882,-84.3437514053774,30319,mexican,$,3.0
661,Willy's Mexicana Grill,Atlanta,33.774355,-84.386604,30308,mexican,$,3.5
662,The Churro,Atlanta,33.86404953897,-84.30938847363,30319,mexican,N/A,2.0
663,El Taco Veloz,Atlanta,33.909219,-84.379073,30342,mexican,$,3.5
664,Los Bravos,Atlanta,33.7936351,-84.2740617,30033,mexican,$,2.5
665,Pollos Asados Autentico Sinaloense,Atlanta,33.8973223417997,-84.2808846384287,30340,mexican,$,4.0
666,Cinco Mexican Cantina,Atlanta,33.88312,-84.461609836453,30339,mexican,$$,3.0
667,Taqueria El Viejon Cantina,Atlanta,33.8870067674645,-84.285483956337,30341,mexican,N/A,4.0
668,Monterrey Mexican Restaurant,Atlanta,33.8997383117676,-84.2787475585938,30340,mexican,$,3.5
669,Coyote's Mexican Grill,Atlanta,33.77289781446613,-84.28910772045396,30030,mexican,$$,3.5
670,La Espiga Dorada,Atlanta,33.863893,-84.307592,30345,mexican,N/A,3.0
671,Tacos El Calentano,Atlanta,33.8601017,-84.3093702,30345,mexican,N/A,4.0
672,Chipotle Mexican Grill,Atlanta,33.8455986013604,-84.3614033823789,30326,mexican,$,2.5
673,Chipotle Mexican Grill,Atlanta,33.7885662,-84.326684,30307,mexican,$,3.0
674,Chipotle Mexican Grill,Atlanta,33.8101162,-84.4131588,30318,mexican,$,2.0
675,Matador Cantina and Tequila Bar,Atlanta,33.760514,-84.303337,30030,mexican,$,3.0
676,Moe's Southwest Grill,Atlanta,33.876275,-84.455285,30339,mexican,$,3.5
677,Willy's Mexicana Grill,Atlanta,33.84878,-84.42814,30327,mexican,$,3.0
678,Dani Marco Tacos,Atlanta,33.740914,-84.346445,30316,mexican,N/A,3.5
679,Communion,Atlanta,33.7717083199191,-84.2947428470436,30030,mexican,$$,3.5
680,El Torero Mexican Restaurant,Atlanta,33.900032043457,-84.2995147705078,30341,mexican,$$,3.0
681,Chipotle Mexican Grill,Atlanta,33.81478490792663,-84.31010054725552,30329,mexican,$,2.5
682,Willy's Mexicana Grill,Atlanta,33.7905361,-84.3067483,30033,mexican,$,3.5
683,Willy's Mexicana Grill,Atlanta,33.864304,-84.476402,30339,mexican,$,3.5
684,Moe's Southwest Grill,Atlanta,33.77719,-84.3901,30308,mexican,$,2.5
685,Julia's Taqueria,Atlanta,33.90714,-84.491266,30060,mexican,$,4.0
686,Willy's Mexicana Grill,Atlanta,33.750868,-84.385519,30303,mexican,$,3.0
687,Don Chilito's,Atlanta,33.907984,-84.487913,30067,mexican,$,4.0
688,The El Fenix,Atlanta,33.890719,-84.467673,30339,mexican,N/A,4.0
689,Taqueria El Pariente,Atlanta,33.90158,-84.27479,30340,mexican,N/A,3.5
690,The Border Mexican Restaurant,Atlanta,33.890145219558,-84.474919218051,30080,mexican,$,3.0
691,La Confianza - Doraville,Atlanta,33.8902021650182,-84.2852898314595,30340,mexican,N/A,4.0
692,Mariscos El Veneno,Atlanta,33.8910217285156,-84.285774230957,30340,mexican,$$,3.5
693,El Taco Veloz 9,Atlanta,33.8915291,-84.291069,30341,mexican,$,4.0
694,Chipotle Mexican Grill,Atlanta,33.8656387,-84.4693755,30339,mexican,N/A,2.5
695,Monterrey Mexican Restaurant,Atlanta,33.8426,-84.25866,30084,mexican,$,3.0
696,El Patron restaurant,Atlanta,33.8896541250231,-84.2887446211656,30341,mexican,N/A,3.5
697,El Sol,Atlanta,33.86573,-84.49224,30080,mexican,$$,3.5
698,Habeneros Grill Food Truck,Atlanta,33.88537,-84.26475,30144,mexican,N/A,4.5
699,Chipotle Mexican Grill,Atlanta,33.7837937591319,-84.3837017558378,30309,mexican,N/A,2.0
700,Moe's Southwest Grill,Atlanta,33.773536,-84.3590108,30306,mexican,$,2.5
701,Don Juan Mexican Cantina,Atlanta,33.757649,-84.394644,30303,mexican,$$,2.0
702,Taco Bell,Atlanta,33.8272099234026,-84.3256828985853,30329,mexican,$,2.5
703,La Fonda Paisa,Atlanta,33.863518,-84.307941,30345,mexican,$$,3.5
704,TastyBus,Atlanta,33.784366607666,-84.4098587036133,30318,mexican,$,2.5
705,Don Pollo Bar & Grill,Atlanta,33.8355941772461,-84.3364028930664,30329,mexican,N/A,1.5
706,Moe's Southwest Grill,Atlanta,33.786908,-84.382669,30361,mexican,$,2.0
707,Chipotle Mexican Grill,Atlanta,33.773927,-84.363565,30306,mexican,$,2.5
708,Brito Super Market,Atlanta,33.8851737976074,-84.2568206787109,30341,mexican,$,5.0
709,Taco Bell,Atlanta,33.772769,-84.372893,30308,mexican,$,2.0
710,Taco Assembly,Atlanta,33.77305,-84.2855,30030,mexican,N/A,1.0
711,Taco Bell,Atlanta,33.804346,-84.413282,30318,mexican,$,2.5
712,Faux Real Burger,Atlanta,33.743696,-84.438483,30310,mexican,N/A,2.5
713,QDOBA Mexican Eats,Atlanta,33.9081714614146,-84.3634638723527,30342,mexican,$,3.0
714,QDOBA Mexican Eats,Atlanta,33.778942668098665,-84.38756966808813,30309,mexican,N/A,2.0
715,Moe's Southwest Grill,Atlanta,33.901996,-84.454937,30339,mexican,$,3.0
716,Taqueria Los Compadres,Atlanta,33.863509,-84.307941,30345,mexican,$,4.0
717,Moe's Southwest Grill,Atlanta,33.853001,-84.362985,30326,mexican,$,2.5
718,Moe's Southwest Grill,Atlanta,33.754876,-84.382076,30303,mexican,$,1.5
719,Del Taco,Atlanta,33.891317,-84.475883,30080,mexican,$,3.5
720,La Cafeteria,Atlanta,33.8938484,-84.2959976,30341,mexican,$,4.0
721,Pollo Norteno,Atlanta,33.8852199,-84.28651,30341,mexican,$,3.5
722,Taco Bell,Atlanta,33.7689756762339,-84.4133882837891,30340,mexican,$,1.0
723,Chipotle Mexican Grill,Atlanta,33.791038395826284,-84.4070716,30318,mexican,$,2.0
724,Chipotle Mexican Grill,Atlanta,33.881028578759,-84.461401942916,30339,mexican,$,2.5
725,Los potrillos,Atlanta,33.9130646481625,-84.3785841017962,30328,mexican,N/A,3.0
726,Moe's Southwest Grill,Atlanta,33.758242,-84.393865,30303,mexican,$,1.5
727,Moe's Southwest Grill,Atlanta,33.7557076687157,-84.3890735621011,30303,mexican,$,2.0
728,Taco Bell,Atlanta,33.8432992387117,-84.327701560484,30329,mexican,$,1.5
729,Taco Bell,Atlanta,33.888509,-84.474621,30080,mexican,$,4.0
730,Monterrey Mexican Restaurant,Atlanta,33.83164,-84.49349,30080,mexican,$,3.5
731,Taco Bell,Atlanta,33.7400066175615,-84.4143957070339,30310,mexican,$,2.5
732,El Quetzal,Atlanta,33.86495,-84.30498,30345,mexican,$,2.5
733,Taqueria Los Rayos,Atlanta,33.89713,-84.28209,30340,mexican,N/A,3.0
734,Moe's Southwest Grill,Atlanta,33.79148,-84.2858399,30030,mexican,$,2.5
735,Moe's Southwest Grill,Atlanta,33.869494,-84.335559,30319,mexican,$,2.5
736,Don Taco Doraville,Atlanta,33.9115142822266,-84.2649307250977,30340,mexican,N/A,2.0
737,El Rey De Todos Mexican Restaurant,Atlanta,33.8411331176758,-84.3300704956055,30329,mexican,N/A,1.0
738,Chicken World,Atlanta,33.8931694,-84.2853699,30340,mexican,$,2.5
739,Chipotle Mexican Grill,Atlanta,33.845862658515,-84.2560060288343,30345,mexican,$,2.5
740,El Chisme,Atlanta,33.891316639725,-84.285058624419,30324,mexican,N/A,2.0
741,Eat My Taco,Atlanta,33.74091752076896,-84.41308099999999,30310,mexican,N/A,1.0
742,Chipotle Mexican Grill,Atlanta,33.884551,-84.315764,30341,mexican,$,2.5
743,Moe's Southwest Grill,Atlanta,33.880442,-84.468738,30339,mexican,N/A,2.0
744,Chipotle Mexican Grill,Atlanta,33.7753362365961,-84.298724,30030,mexican,$,2.0
745,Taco Bell,Atlanta,33.829488,-84.491717,30080,mexican,$,2.5
746,Moe's Southwest Grill,Atlanta,33.8468673515482,-84.2545481246555,30084,mexican,$,3.0
747,El Huachinango,Atlanta,33.844169,-84.327957,30319,mexican,N/A,1.0
748,Chipotle Mexican Grill,Atlanta,33.8809875817385,-84.3801342171446,30342,mexican,$,2.5
749,Taco Bell,Atlanta,33.879171,-84.471564,30339,mexican,$,2.0
750,Taco Bell,Atlanta,33.754311,-84.267338,30032,mexican,$,1.5
751,Two Urban Licks,Atlanta,33.7684555661887,-84.3612738994751,30306,new_american,$$,4.0
752,Whiskey Bird,Atlanta,33.792656,-84.351852,30306,new_american,$$,4.5
753,The Woodall,Atlanta,33.81699917969042,-84.44869,30318,new_american,N/A,5.0
754,True Food Kitchen,Atlanta,33.847652,-84.363745,30326,new_american,$$,4.0
755,5Church Atlanta,Atlanta,33.787526,-84.383007,30361,new_american,$$,4.0
756,Velvet Taco Buckhead,Atlanta,33.83985,-84.3810005042992,30305,new_american,$$,4.0
757,Seven Lamps,Atlanta,33.847036028129,-84.3656622761963,30326,new_american,$$,4.0
758,Breakfast at Barneys,Atlanta,33.74969717,-84.37897677,30312,new_american,N/A,4.0
759,Industry Tavern,Atlanta,33.8452336367562,-84.3712960294998,30305,new_american,$$,4.0
760,King + Duke,Atlanta,33.8392039031944,-84.3807741437533,30305,new_american,$$$,4.0
761,gusto!,Atlanta,33.8075938694564,-84.3935011499407,30309,new_american,$,4.5
762,Buttermilk Kitchen,Atlanta,33.86986,-84.38056,30342,new_american,$$,4.5
763,Iron Hill Brewery & Restaurant -  Buckhead,Atlanta,33.851654,-84.359607,30326,new_american,N/A,4.5
764,Mission + Market,Atlanta,33.8518,-84.36727,30326,new_american,$$,4.0
765,Cypress Street Pint & Plate,Atlanta,33.777327,-84.386122,30308,new_american,$$,4.0
766,Marlow's Tavern,Atlanta,33.77968,-84.387493,30309,new_american,$$,4.0
767,Scoville Hot Chicken,Atlanta,33.890107,-84.380792,30342,new_american,N/A,4.5
768,Biltong Bar,Atlanta,33.8383843464077,-84.3780279090275,30305,new_american,N/A,4.5
769,Lazy Betty,Atlanta,33.76279,-84.3375,30307,new_american,$$$$,4.5
770,Bacchanalia,Atlanta,33.794608,-84.427268,30318,new_american,$$$$,4.5
771,STK Steakhouse,Atlanta,33.784176,-84.38283,30309,new_american,$$$,3.5
772,Little Bird To Go,Atlanta,33.792631,-84.351875,30306,new_american,N/A,0.0
773,Yard House,Atlanta,33.7935637571072,-84.397324025631,30363,new_american,$$,3.0
774,Howell's Kitchen and Bar,Atlanta,33.8080588,-84.4128629,30318,new_american,$$,4.0
775,Fire Hen,Atlanta,33.84146392751645,-84.38043265522536,30305,new_american,N/A,3.0
776,Fia Restaurant,Atlanta,33.85257,-84.38145,30305,new_american,$$$,4.5
777,JCT Kitchen & Bar,Atlanta,33.7866310636518,-84.4124207264587,30318,new_american,$$,4.0
778,Gunshow,Atlanta,33.7407023786913,-84.3580284818322,30316,new_american,$$$,4.5
779,Redbird,Atlanta,33.7866092509541,-84.4124725604455,30318,new_american,$$$,4.0
780,The Southern Gentleman,Atlanta,33.8378456191596,-84.3807433521843,30305,new_american,$$,3.5
781,The Family Dog,Atlanta,33.79283,-84.35256,30306,new_american,$$,3.5
782,The White Bull,Atlanta,33.775061,-84.295804,30030,new_american,$$,4.5
783,Houston's Restaurant,Atlanta,33.81344,-84.39283,30309,new_american,$$,3.5
784,Lily’s Restaurant & Lounge,Atlanta,33.8366132,-84.3770948454037,30305,new_american,N/A,3.5
785,Flower Child,Atlanta,33.845701,-84.364875,30326,new_american,$$,4.0
786,Bocado,Atlanta,33.77941,-84.40971,30318,new_american,$$,4.0
787,Kitchen Six,Atlanta,33.8245287,-84.2936877,30033,new_american,$$,4.5
788,Portofino,Atlanta,33.841999,-84.381578,30305,new_american,$$,4.0
789,Yebo Beach Haus,Atlanta,33.8426657,-84.3811047,30305,new_american,$$$,4.0
790,The Lawrence,Atlanta,33.779413,-84.382475,30309,new_american,$$,4.0
791,Endive Publik House,Atlanta,33.7949724756827,-84.3999884629304,30309,new_american,$$,4.5
792,Double Zero,Atlanta,33.7879801,-84.3262274,30307,new_american,$$,4.0
793,Yumbii,Atlanta,33.8160016211737,-84.3124777387008,30329,new_american,N/A,4.0
794,Boone's,Atlanta,33.81597,-84.40344,30305,new_american,N/A,4.0
795,Nikolai's Roof,Atlanta,33.76157,-84.38336,30303,new_american,$$$,4.0
796,Gather,Atlanta,33.7461046252247,-84.3709766864777,30312,new_american,$$,4.5
797,There on Fifth,Atlanta,33.77657,-84.3879702,30308,new_american,N/A,5.0
798,Flying Biscuit Café - Midtown,Atlanta,33.782,-84.38015,30309,new_american,$$,4.0
799,Canoe,Atlanta,33.859863,-84.455464,30339,new_american,$$$,4.5
800,The Pig & The Pearl,Atlanta,33.793365793502,-84.397706283992,30363,new_american,$$,3.5
801,Field Day,Atlanta,33.761508,-84.365273,30312,new_american,N/A,4.5
802,Hungry Ghost,Atlanta,33.75414,-84.37639,30312,new_american,$$,3.5
803,PONKO Chicken,Atlanta,33.870106929989,-84.3792929484033,30342,new_american,N/A,4.5
804,Georgia Boy,Atlanta,33.773385833,-84.353195833,30306,new_american,$$$$,4.5
805,gusto!,Atlanta,33.7742385864258,-84.3617706298828,30306,new_american,$$,4.5
806,Houston's Restaurant,Atlanta,33.8512993187976,-84.4299898461716,30327,new_american,$$,3.5
807,Del Frisco's Grille,Atlanta,33.8489524,-84.3664042,30326,new_american,$$$,3.5
808,Tin Tin,Atlanta,33.7811060009468,-84.4131068987056,30318,new_american,N/A,4.0
809,Poor Hendrix,Atlanta,33.7509636039268,-84.3093434027192,30317,new_american,$$,4.5
810,Boxcar,Atlanta,33.729955,-84.418626,30310,new_american,$$,4.0
811,Wisteria,Atlanta,33.76680602973814,-84.35276507055224,30307,new_american,$$$,4.0
812,Little Bear,Atlanta,33.736829,-84.3855695,30312,new_american,N/A,4.5
813,Woodward & Park,Atlanta,33.7461,-84.37069,30312,new_american,N/A,4.5
814,Full Commission,Atlanta,33.7461018373789,-84.3702585250139,30312,new_american,$$,4.5
815,Ladybird Grove & Mess Hall,Atlanta,33.7597182911181,-84.3644041330658,30312,new_american,$$,3.5
816,Park 75 Restaurant,Atlanta,33.7863614206531,-84.3853533267975,30309,new_american,$$$,4.0
817,The hive buckhead,Atlanta,33.8053625800755,-84.3937536736854,30309,new_american,$$,2.5
818,Establishment,Atlanta,33.7868120403668,-84.3821354821396,30305,new_american,$$,3.5
819,Wrecking Bar Brewpub,Atlanta,33.762272,-84.349724,30307,new_american,$$,4.0
820,Twisted Kitchen,Atlanta,33.7803652540877,-84.3892112241129,30309,new_american,$,3.5
821,Twin Peaks,Atlanta,33.8474207253792,-84.3729121534424,30305,new_american,$$,3.0
822,Kimball House,Atlanta,33.77164,-84.29228,30030,new_american,$$$,4.5
823,9 Mile Station,Atlanta,33.772831,-84.365785,30308,new_american,$$,3.5
824,Salad Express,Atlanta,33.8174708811096,-84.3489874050062,30324,new_american,$,4.0
825,Whisky Mistress,Atlanta,33.8416633605957,-84.3718566894531,30305,new_american,$$,3.0
826,Onyx,Atlanta,33.845219,-84.370354,30305,new_american,$$,4.0
827,Southbound,Atlanta,33.89234,-84.30109,30341,new_american,$$,4.0
828,White Oak Kitchen & Cocktails,Atlanta,33.7619166493273,-84.3878592479542,30303,new_american,$$$,3.5
829,Flying Biscuit Café,Atlanta,33.8448716649604,-84.3715132785736,30305,new_american,$$,3.5
830,Aria,Atlanta,33.83875,-84.37193,30305,new_american,$$$,4.0
831,Tavernpointe,Atlanta,33.7972634514699,-84.3883429126587,30309,new_american,$$,4.0
